competitor,comp_path,staples_carries,gold_staples_path,source,labeller,note
WestElm,Outdoor > Outdoor Lounge Furniture,1,Gift Shop > Professional Gifts > Compasses > Patio Furniture,stratified sample,Claude labelling agent (review with team),
WestElm,Storage > Storage Accessories > Travel & Commuting,1,"Bags, Backpacks & Luggage > Luggage & Travel Accessories|Bags, Backpacks & Luggage > Backpacks & Laptop Bags",stratified sample,Claude labelling agent (review with team),judgement: travel bags/pouches and commuter laptop bags
WestElm,Window > Curtains > Solid Curtains,1,"Furniture > Decor > Curtains, Blinds & Shades",stratified sample,Claude labelling agent (review with team),shelf is thin (2 items)
WestElm,Kitchen & Dining,1,Appliances & Kitchenware > Kitchenware,stratified sample,Claude labelling agent (review with team),
WestElm,Outdoor > Outdoor Solutions > Furniture Cushion & Cushion Covers,0,,stratified sample,Claude labelling agent (review with team),"no outdoor cushion shelf; Patio Furniture sells chairs 'with cushions', not replacement cushions/covers"
WestElm,Rugs > Rugs By Type > Performance & Washable Rugs,1,Decor > Rugs,stratified sample,Claude labelling agent (review with team),
WestElm,Bath > Bath Linens,1,Furniture > Decor > Bath Mats & Towels|Furniture > Decor > Shower Curtains & Accessories,stratified sample,Claude labelling agent (review with team),shelves are thin (3 and 6 items)
WestElm,Outdoor > Outdoor Dining Furniture,1,Gift Shop > Professional Gifts > Compasses > Patio Furniture,stratified sample,Claude labelling agent (review with team),
WestElm,Bath > Bathroom Accessories > Bathroom Accessories,1,Furniture > Decor > Bath & Shower Accessories,stratified sample,Claude labelling agent (review with team),
WestElm,Outdoor,1,Gift Shop > Professional Gifts > Compasses|Gift Shop > Professional Gifts > Compasses > Patio Furniture,stratified sample,Claude labelling agent (review with team),Staples outdoor-living aisle (oddly under Gift Shop > Compasses); bulk is patio furniture
WestElm,Art & Mirrors > Frames > Picture Frame Sets,1,Furniture > Decor > Picture Frames & Photo Albums,stratified sample,Claude labelling agent (review with team),
WestElm,Bath > Bathroom Furniture > Medicine Cabinets & Mirrors,1,Furniture > Decor > Mirrors,stratified sample,Claude labelling agent (review with team),judgement: bathroom wall mirrors covered; medicine cabinets are not
WestElm,Office > Shop By Category > Office Furniture Sets,1,Furniture > Desks > Office Desks,stratified sample,Claude labelling agent (review with team),judgement: desk-led office suites sit in Office Desks; no furniture-set shelf
WestElm,Kitchen & Dining > Table Linens > Placemats & Chargers,1,Restaurant & Foodservice Supplies > Tabletop > Placemats & Tablecloths,stratified sample,Claude labelling agent (review with team),
WestElm,Pillows & Decor > Featured > Decorative Pillow Inserts,1,Furniture > Decor > Beds & Bedding > Pillows,stratified sample,Claude labelling agent (review with team),judgement: Pillows shelf (accent + bed pillows) is the pillow shelf; no inserts-only shelf
WestElm,Outdoor > Outdoor Dining Furniture > Outdoor Kitchen Furniture,1,Gift Shop > Professional Gifts > Compasses > Patio Furniture,stratified sample,Claude labelling agent (review with team),judgement: outdoor bar/serving carts & counters sit in Patio Furniture
WestElm,Art & Mirrors > Wall Organization & Decor,1,Furniture > Decor > Wall Art > Wall Decals|Furniture > Decor > Wall Art > Wall Art/Decor,stratified sample,Claude labelling agent (review with team),judgement: only child in WestElm tree is Wallpaper & Paneling (peel-and-stick wallpaper on Wall Decals)
WestElm,"Pillows & Decor > Pillows, Throws & Poufs > Poufs & Floor Pillows",1,Furniture > Chairs & Seating > Stools & Ottomans > Ottomans|Furniture > Decor > Beds & Bedding > Pillows,stratified sample,Claude labelling agent (review with team),poufs = ottomans; floor pillows = pillows
WestElm,Furniture > Featured > Furniture Cushions & Slipcovers,0,,stratified sample,Claude labelling agent (review with team),no sofa/chair slipcover or replacement-cushion shelf; Chair Parts has office seat cushions only
WestElm,Furniture > Home Office > Filing Cabinets,1,Furniture > File Cabinets,stratified sample,Claude labelling agent (review with team),
WestElm,Office > Shop By Category > Desk Chairs,1,Furniture > Chairs & Seating > Office Chairs,stratified sample,Claude labelling agent (review with team),
WestElm,Rugs > Custom Sized Rugs,1,Decor > Rugs,stratified sample,Claude labelling agent (review with team),judgement: product type = rugs; custom sizing not offered
WestElm,Window > Window Shades > Custom Curtains & Shades,1,"Furniture > Decor > Curtains, Blinds & Shades",stratified sample,Claude labelling agent (review with team),judgement: product type = curtains/shades; custom sizing not offered
WestElm,"Pillows & Decor > Pillows, Throws & Poufs",1,Furniture > Decor > Beds & Bedding > Pillows|Furniture > Decor > Beds & Bedding > Blankets & Throws,stratified sample,Claude labelling agent (review with team),
WestElm,Kitchen & Dining > Kitchen > Appliances,1,"Appliances & Kitchenware > Small Appliances|Coffee, Water & Snacks > Breakroom Appliances",stratified sample,Claude labelling agent (review with team),
WestElm,Rugs > Rugs By Type > Tufted Rugs,1,Decor > Rugs,stratified sample,Claude labelling agent (review with team),
WestElm,Art & Mirrors > Frames,1,Furniture > Decor > Picture Frames & Photo Albums,stratified sample,Claude labelling agent (review with team),
WestElm,Bath > Bath Linens > Towels,1,Furniture > Decor > Bath Mats & Towels,stratified sample,Claude labelling agent (review with team),shelf is thin (3 items)
WestElm,Rugs > Rugs By Type > Flatweave Rugs,1,Decor > Rugs,stratified sample,Claude labelling agent (review with team),
WestElm,"Pillows & Decor > Pillows, Throws & Poufs > Throws",1,Furniture > Decor > Beds & Bedding > Blankets & Throws,stratified sample,Claude labelling agent (review with team),
WestElm,Art & Mirrors > Art,1,Furniture > Decor > Wall Art,stratified sample,Claude labelling agent (review with team),
WestElm,"Storage > Storage Accessories > Heating, Cooling & Air Quality",1,Facilities > Heating & Cooling|Facilities > Air Quality,stratified sample,Claude labelling agent (review with team),
WestElm,Furniture > Living Room > Recliners,1,"Furniture > Chairs & Seating > Recliners, Gliders & Rockers",stratified sample,Claude labelling agent (review with team),
WestElm,Rugs > Custom Sized Rugs > Custom Rugs,1,Decor > Rugs,stratified sample,Claude labelling agent (review with team),judgement: product type = rugs; custom sizing not offered
WestElm,Storage > Storage Accessories > Pet Accessories,1,Expanded Assortment > Pet Supplies & Accessories,stratified sample,Claude labelling agent (review with team),
WestElm,Pillows & Decor > Featured > Candles & Home Fragrance,1,Furniture > Decor > Candles|Furniture > Decor > Essential Oils & Diffusers,stratified sample,Claude labelling agent (review with team),
WestElm,Outdoor > Outdoor Solutions > Furniture Cushions,0,,stratified sample,Claude labelling agent (review with team),"no outdoor cushion shelf; Patio Furniture sells chairs 'with cushions', not replacement cushions"
WestElm,Pillows & Decor > Room Decor,1,Furniture > Decor > Decorative Accents|Furniture > Decor > Home & Office Decor,stratified sample,Claude labelling agent (review with team),"objects, bowls/boxes, bookends, candles covered; vases not"
WestElm,Bedding > All Bedding > Blankets,1,Furniture > Decor > Beds & Bedding > Blankets & Throws,stratified sample,Claude labelling agent (review with team),
WestElm,Pillows & Decor > Room Decor > Scented Candles,1,Furniture > Decor > Candles,stratified sample,Claude labelling agent (review with team),
WestElm,Storage > Storage Furniture,1,Furniture > Storage Furniture > Shelving|Furniture > Storage Furniture,stratified sample,Claude labelling agent (review with team),only child in WestElm tree is Shelves & Display Ledges; Shelving carries floating wall shelves
WestElm,Storage,1,Furniture > Storage Furniture|Office Supplies > Storage & Organization,stratified sample,Claude labelling agent (review with team),
WestElm,Pillows & Decor > Room Decor > Books & Bookends,1,Office Supplies > Desk Organizers & Accessories > Bookends,stratified sample,Claude labelling agent (review with team),judgement: bookends covered; decorative coffee-table books not
WestElm,Outdoor > Outdoor Dining Furniture > Dining Chairs & Benches,1,Gift Shop > Professional Gifts > Compasses > Patio Furniture,stratified sample,Claude labelling agent (review with team),
WestElm,Art & Mirrors,1,Furniture > Decor > Wall Art|Furniture > Decor > Mirrors,stratified sample,Claude labelling agent (review with team),
WestElm,Furniture > Bedroom > Beds,1,Furniture > Decor > Beds & Bedding > Beds & Mattresses,stratified sample,Claude labelling agent (review with team),
WestElm,Storage > Storage Accessories > Trash Cans,1,Cleaning Supplies > Waste & Recycling > Trash Cans & Recycling Bins,stratified sample,Claude labelling agent (review with team),
WestElm,Pillows & Decor,1,Furniture > Decor,stratified sample,Claude labelling agent (review with team),
WestElm,Art & Mirrors > Mirrors > Floor Mirrors,1,Retail Store Supplies > Store Fixtures & Retail Displays > Floor & Wall Mirrors|Furniture > Decor > Mirrors,stratified sample,Claude labelling agent (review with team),judgement: Floor & Wall Mirrors (store fixtures) is the floor-mirror shelf; Decor Mirrors are wall mirrors
WestElm,Furniture > Dining & Kitchen > Dining Tables,1,Furniture > Home & Office Tables > Breakroom & Dining Tables,stratified sample,Claude labelling agent (review with team),
WestElm,Furniture > Bedroom > Mattresses,1,Furniture > Decor > Beds & Bedding > Beds & Mattresses,stratified sample,Claude labelling agent (review with team),
WestElm,Outdoor > Outdoor Lounge Furniture > Coffee Tables,1,Gift Shop > Professional Gifts > Compasses > Patio Furniture,stratified sample,Claude labelling agent (review with team),
WestElm,Kitchen & Dining > Kitchen > Cutlery & Cutting Boards,1,Appliances & Kitchenware > Kitchenware > Kitchen Tools > Cutting Boards|Appliances & Kitchenware > Kitchenware > Dining & Tableware > Flatware & Cutlery,stratified sample,Claude labelling agent (review with team),Flatware & Cutlery page includes kitchen knife sets
WestElm,Bath > Bath Linens > Shower Curtains,1,Furniture > Decor > Shower Curtains & Accessories,stratified sample,Claude labelling agent (review with team),
WestElm,Furniture > Living Room > Sofas & Loveseats,1,"Furniture > Chairs & Seating > Sofas & Benches > Sofas, Loveseats & Sectionals",stratified sample,Claude labelling agent (review with team),
WestElm,Furniture > Living Room,1,"Furniture > Chairs & Seating > Sofas & Benches > Sofas, Loveseats & Sectionals|Furniture > Chairs & Seating > Accent & Waiting Room Chairs|Furniture > Home & Office Tables > Accent & Coffee Tables",stratified sample,Claude labelling agent (review with team),"no single living-room aisle; split across sofas, accent chairs, accent tables"
WestElm,Lighting > Lamps,1,Furniture > Lamps & Lighting > Table Lamps|Furniture > Lamps & Lighting > Floor Lamps|Furniture > Lamps & Lighting > Desk Lamps,stratified sample,Claude labelling agent (review with team),
WestElm,Furniture > Living Room > Coffee Tables,1,Furniture > Home & Office Tables > Accent & Coffee Tables,stratified sample,Claude labelling agent (review with team),
WestElm,Bedding > Bedding Essentials > Mattress Pads & Toppers,1,Furniture > Decor > Beds & Bedding > Mattress Pads & Toppers,stratified sample,Claude labelling agent (review with team),
WestElm,Lighting > Ceiling Lighting,1,Furniture > Lamps & Lighting > Ceiling Lighting,stratified sample,Claude labelling agent (review with team),
WestElm,Kitchen & Dining > Dinnerware & Flatware > Flatware,1,Appliances & Kitchenware > Kitchenware > Dining & Tableware > Flatware & Cutlery|Restaurant & Foodservice Supplies > Tabletop > Flatware,stratified sample,Claude labelling agent (review with team),
WestElm,Furniture > Living Room > Ottomans & Stools,1,Furniture > Chairs & Seating > Stools & Ottomans,stratified sample,Claude labelling agent (review with team),
WestElm,Lighting > Featured > Light Bulbs & Accessories,1,"Facilities > Commercial Lighting, Ballasts & Bulbs > Light Bulbs|Furniture > Lamps & Lighting > Lighting Controls, Dimmers & Accessories > Lighting Accessories",stratified sample,Claude labelling agent (review with team),
WestElm,Bath > Bathroom Renovation > Bathroom Hardware,0,,stratified sample,Claude labelling agent (review with team),"judgement: Staples 'Bathroom Hardware' = grab bars, drains, water treatment; no towel bar/hook/TP-holder shelf"
WestElm,Furniture > Home Office > Desks,1,Furniture > Desks > Office Desks,stratified sample,Claude labelling agent (review with team),
WestElm,Lighting > Lamps > Floor Lamps,1,Furniture > Lamps & Lighting > Floor Lamps,stratified sample,Claude labelling agent (review with team),
WestElm,Bedding,1,Furniture > Decor > Beds & Bedding,stratified sample,Claude labelling agent (review with team),
WestElm,Outdoor > Outdoor Lounge Furniture > Fire Pits & Tables,1,Gift Shop > Professional Gifts > Compasses > Patio Furniture|Gift Shop > Professional Gifts > Compasses > Outdoor Heaters,gap-enriched sample,Claude labelling agent (review with team),Patio Furniture page lists outdoor firepits
WestElm,Bedding > All Bedding > Comforters,1,Furniture > Decor > Beds & Bedding > Bedding,gap-enriched sample,Claude labelling agent (review with team),Bedding shelf thin (3 items) but on-type
WestElm,Furniture > Bedroom > Dressers,0,,gap-enriched sample,Claude labelling agent (review with team),no dresser shelf (prior OD standard)
WestElm,Office > Shop By Category > Meeting & Lounge Furniture,1,Furniture > Home & Office Tables > Conference Room Tables|Furniture > Chairs & Seating > Accent & Waiting Room Chairs,gap-enriched sample,Claude labelling agent (review with team),
WestElm,Window,1,"Furniture > Decor > Curtains, Blinds & Shades",gap-enriched sample,Claude labelling agent (review with team),"shelf is thin (2 items, curtain rods)"
WestElm,"Pillows & Decor > Garden > Stems, Branches & Bouquets",1,Furniture > Decor > Artificial Plants & Flowers > Artificial Flowers|Furniture > Decor > Artificial Plants & Flowers > Artificial Plants,gap-enriched sample,Claude labelling agent (review with team),faux stems/bouquets = artificial flowers
WestElm,Lighting > Ceiling Lighting > Pendants,1,Furniture > Lamps & Lighting > Ceiling Lighting,gap-enriched sample,Claude labelling agent (review with team),
WestElm,Kitchen & Dining > Drinkware & Barware > Coasters,1,Appliances & Kitchenware > Kitchenware > Dining & Tableware > Tableware|Gift Shop > Professional Gifts > Bar Accessories,gap-enriched sample,Claude labelling agent (review with team),Tableware and Bar Accessories pages both list coasters
WestElm,Window > Window Shades,1,"Furniture > Decor > Curtains, Blinds & Shades",gap-enriched sample,Claude labelling agent (review with team),shelf is thin (2 items)
WestElm,Bedding > Bedding Essentials > Down Alternative Inserts,1,Furniture > Decor > Beds & Bedding > Bedding|Furniture > Decor > Beds & Bedding > Pillows,gap-enriched sample,Claude labelling agent (review with team),duvet + bed-pillow inserts
WestElm,Bath > Bathroom Renovation > Cabinet Knobs & Pulls,0,,gap-enriched sample,Claude labelling agent (review with team),no cabinet hardware shelf; Door Hardware Push Plates & Pulls is commercial door hardware
WestElm,Kitchen & Dining > Serveware > Picnic Baskets,0,,gap-enriched sample,Claude labelling agent (review with team),"no picnic basket shelf (Camping = tents, coolers)"
WestElm,Furniture > Living Room > TV & Media Consoles,1,Furniture > Carts & Stands > TV Stands|Furniture > Storage Furniture > Media Storage Furniture,gap-enriched sample,Claude labelling agent (review with team),
WestElm,Kitchen & Dining > Serveware > Charcuterie Boards & Knives,1,Appliances & Kitchenware > Kitchenware > Kitchen Tools > Cutting Boards|Appliances & Kitchenware > Kitchenware > Dining & Tableware > Tableware,gap-enriched sample,Claude labelling agent (review with team),judgement: cheese/serving boards on Cutting Boards; serving trays on Tableware
WestElm,Rugs > Rugs By Type > Doormats,1,Facilities > Floor Mats & Flooring > Commercial Floor Mats|Decor > Rugs,gap-enriched sample,Claude labelling agent (review with team),entrance mats
WestElm,Kitchen & Dining > Dinnerware & Flatware > Mugs,1,Appliances & Kitchenware > Kitchenware > Dining & Tableware > Drinkware & Glassware,gap-enriched sample,Claude labelling agent (review with team),Drinkware & Glassware lists coffee mugs
WestElm,Kitchen & Dining > Serveware,1,Appliances & Kitchenware > Kitchenware > Dining & Tableware > Tableware|Restaurant & Foodservice Supplies > Tabletop > Serveware,gap-enriched sample,Claude labelling agent (review with team),
WestElm,Bedding > Bedding Essentials > Duvet Inserts,1,Furniture > Decor > Beds & Bedding > Bedding,gap-enriched sample,Claude labelling agent (review with team),duvet insert = comforter-type bedding
WestElm,Kitchen & Dining > Dinnerware & Flatware > Dinner Plates,1,Appliances & Kitchenware > Kitchenware > Dining & Tableware > Tableware|Restaurant & Foodservice Supplies > Tabletop > Dinnerware,gap-enriched sample,Claude labelling agent (review with team),Tableware lists dinnerware sets
WestElm,Bedding > All Bedding > Sheet Sets & Pillowcases,1,Furniture > Decor > Beds & Bedding > Bedding,gap-enriched sample,Claude labelling agent (review with team),judgement: Bedding page does list a fitted sheet + pillowcase (3 items total); consistent with OD gold 'Bed Sheets'=1
Wayfair,Outdoor > Outdoor Shades > Carports,0,,stratified sample,Claude labelling agent (review with team),no outdoor structures shelf
Wayfair,Outdoor > Umbrellas > Market Umbrellas,1,Gift Shop > Professional Gifts > Compasses > Patio Furniture,stratified sample,Claude labelling agent (review with team),"judgement: patio umbrellas (Flash Furniture, Pure Garden) sold; no umbrella shelf, placed with Patio Furniture"
Wayfair,Home Improvement > Outdoor Remodel > Fencing Accessories,0,,stratified sample,Claude labelling agent (review with team),no fencing
Wayfair,Smallwares > Serveware > Tureens,1,Appliances & Kitchenware > Kitchenware > Dining & Tableware > Tableware|Restaurant & Foodservice Supplies > Tabletop > Serveware,stratified sample,Claude labelling agent (review with team),"judgement: tureens = lidded serving bowls; serveware shelves, no tureen-specific shelf"
Wayfair,Outdoor > Backyard Play > Basketball Hoops,0,,stratified sample,Claude labelling agent (review with team),judgement: no hoop shelf; PE Equipment = balls/cones/ropes
Wayfair,Outdoor > Fitness > Dumbbells,1,Expanded Assortment > Fitness,stratified sample,Claude labelling agent (review with team),Fitness > Strength Training sells dumbbells/weights
Wayfair,Shop Contractor Spaces > Bedroom,1,Furniture > Decor > Beds & Bedding,stratified sample,Claude labelling agent (review with team),"judgement: beds, mattresses, bedding, lighting, closet covered; dressers/nightstands not"
Wayfair,Outdoor > Outdoor Fencing & Flooring > Turf,0,,stratified sample,Claude labelling agent (review with team),no artificial turf
Wayfair,Commercial Office Furniture > Office Cubicles & Partitions > Sneeze Guards,1,Furniture > Cubicle & Panel Systems > Desktop Privacy Panels,stratified sample,Claude labelling agent (review with team),Desktop Privacy Panels lists freestanding sneeze guards
Wayfair,Shop Contractor Spaces > Hallway & Mudroom,1,"Furniture > Storage Furniture > Coat Trees, Stands & Hooks|Furniture > Storage Furniture > Clothing Racks & Closet Organization > Shoe Racks",stratified sample,Claude labelling agent (review with team),"judgement: entry furniture, shoe storage, mats, runners, lighting covered; no single aisle"
Wayfair,Furniture > Bedroom Furniture > Daybeds,0,,stratified sample,Claude labelling agent (review with team),Beds & Mattresses = platform/loft/bunk beds; site search finds no daybeds
Wayfair,Furniture > Entry & Mudroom Furniture > Storage Benches > Small Bedroom Vanities,0,,stratified sample,Claude labelling agent (review with team),makeup vanities not carried (node nested under Storage Benches in scrape)
Wayfair,Outdoor > Fitness > Home Gyms,0,,stratified sample,Claude labelling agent (review with team),judgement: Fitness Machines = cardio only; no multi-station home gyms
Wayfair,Holiday > Valentine's Day > Valentine's Day Tableware & Linens,1,Appliances & Kitchenware > Kitchenware > Dining & Tableware > Tableware|Restaurant & Foodservice Supplies > Tabletop > Placemats & Tablecloths,stratified sample,Claude labelling agent (review with team),judgement: product type = tableware/table linens; no holiday-specific shelf
Wayfair,School Spaces > Outdoor Playground & Recreation > Climbing Toys & Slides,1,School Supplies > Teacher Supplies > Physical Education & Recreation > Playground Equipment,stratified sample,Claude labelling agent (review with team),
Wayfair,Outdoor > Outdoor Heating > Fire Pits,1,Gift Shop > Professional Gifts > Compasses > Patio Furniture|Gift Shop > Professional Gifts > Compasses > Outdoor Heaters,stratified sample,Claude labelling agent (review with team),Patio Furniture page lists outdoor firepits
Wayfair,Baby & Kids > Toddler & Kids Bedroom Furniture > Baby & Kids Dressers,0,,stratified sample,Claude labelling agent (review with team),no dresser shelf
Wayfair,Outdoor > Backyard Play > Trampoline Accessories,0,,stratified sample,Claude labelling agent (review with team),no trampolines
Wayfair,Baby & Kids > Teen Decor & Lighting > Teen Tapestries and Wall Hangings,0,,stratified sample,Claude labelling agent (review with team),judgement: wall art is canvas/prints; site search finds no fabric tapestries
Wayfair,Smallwares > Food Storage Supplies > Spice Jars & Spice Racks,1,Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Kitchen Storage & Organization,stratified sample,Claude labelling agent (review with team),
Wayfair,Holiday > Easter > Easter Tableware & Linens,1,Appliances & Kitchenware > Kitchenware > Dining & Tableware > Tableware|Restaurant & Foodservice Supplies > Tabletop > Placemats & Tablecloths,stratified sample,Claude labelling agent (review with team),judgement: product type = tableware/table linens; no holiday-specific shelf
Wayfair,Furniture > Custom Furniture > Custom Headboards > Adjustable Beds,1,Furniture > Decor > Beds & Bedding > Beds & Mattresses|Healthcare Supplies > Patient Care > Beds & Bedside Care > Medical Beds,stratified sample,Claude labelling agent (review with team),judgement: bed shelf + medical adjustable beds; node nested under Custom Headboards in scrape
Wayfair,Outdoor > Outdoor & Patio Furniture > Outdoor Umbrellas,1,Gift Shop > Professional Gifts > Compasses > Patio Furniture,stratified sample,Claude labelling agent (review with team),judgement: patio umbrellas sold; placed with Patio Furniture
Wayfair,Organization > Storage Furniture > Blanket Ladders & Racks,1,Furniture > Decor > Home & Office Decor > Accent Furniture,stratified sample,Claude labelling agent (review with team),Accent Furniture lists quilt racks
Wayfair,Outdoor > Outdoor Décor > Bird Houses,0,,stratified sample,Claude labelling agent (review with team),no bird house shelf; search finds only craft kits and bulletin-board cutouts
Wayfair,"Smallwares > Pots, Pans & Skillets > Stock, Soup & Multi-Pots",1,Appliances & Kitchenware > Kitchenware > Kitchen Tools > Pots & Pans|Restaurant & Foodservice Supplies > Smallwares > Commercial Cookware,stratified sample,Claude labelling agent (review with team),
Wayfair,Boards & Technology > Electronic Mounts & Stands > Portable Electronic Mounts,1,"Tablets & iPads > Tablet Stands & Mounts|Phones, Cameras & Electronics > Cell Phone Mounts & Holders",stratified sample,Claude labelling agent (review with team),judgement: portable tablet/phone stands
Wayfair,Outdoor > Outdoor Décor > Outdoor Thermometers,1,Furniture > Decor > Weather Instruments,stratified sample,Claude labelling agent (review with team),Weather Instruments lists indoor/outdoor thermometers
Wayfair,Shop Restaurant Spaces > Dining Room > Restaurant Dining & Bar Furniture,1,Furniture > Home & Office Tables > Breakroom & Dining Tables|Furniture > Chairs & Seating > Breakroom & Dining Chairs|Furniture > Chairs & Seating > Stools & Ottomans > Counter & Bar Stools,stratified sample,Claude labelling agent (review with team),
Wayfair,"Baby & Kids > Baby & Kids Rugs, Décor & Lighting > Baby & Kids' Night Lights",1,Furniture > Lamps & Lighting > Accent Lighting,stratified sample,Claude labelling agent (review with team),judgement: Accent Lighting has touch/mood night lights; no kids-specific shelf
Wayfair,School Spaces > Library Furniture > Reception Desks & Suites,1,Furniture > Desks > Office Desks,stratified sample,Claude labelling agent (review with team),judgement: reception desks sit within Office Desks
Wayfair,School Spaces > Outdoor Playground & Recreation > Sand & Water Tables,1,School Supplies > Teacher Supplies > Physical Education & Recreation > Playground Equipment|School Supplies > Learning at Home > Learning & Development Toys,stratified sample,Claude labelling agent (review with team),judgement: a sand/water table is sold; nearest shelves
Wayfair,Outdoor > Outdoor Shades,0,,stratified sample,Claude labelling agent (review with team),"judgement: gazebos, pergolas, awnings, carports, shutters not carried; only some umbrellas/pop-up canopies"
Wayfair,Restaurant Furniture > Restaurant Dining & Bar Furniture > Low Top Restaurant Tables,1,Furniture > Home & Office Tables > Breakroom & Dining Tables,stratified sample,Claude labelling agent (review with team),
Wayfair,School Spaces > Science Lab Furniture > Science & Lab Tables,1,Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Lab Benches|Furniture > Home & Office Tables > Classroom & Kids' Tables,stratified sample,Claude labelling agent (review with team),judgement: Lab Benches shelf exists but page empty in snapshot
Wayfair,Shop Restaurant Spaces > Dining Room,1,Restaurant & Foodservice Supplies > Tabletop|Furniture > Home & Office Tables > Breakroom & Dining Tables,stratified sample,Claude labelling agent (review with team),
Wayfair,Holiday > Easter > Easter Bedding & Bath,1,Furniture > Decor > Beds & Bedding > Pillows|Furniture > Decor > Bath Mats & Towels,stratified sample,Claude labelling agent (review with team),judgement: Pillows shelf lists Easter accent pillows; no holiday bedding shelf
Wayfair,Contractor > Hardware & Doors > Window Treatments,1,"Furniture > Decor > Curtains, Blinds & Shades",stratified sample,Claude labelling agent (review with team),shelf is thin (2 items)
Wayfair,Shop Contractor Spaces > Bathroom Renovation > Bathroom Tiles & Flooring,0,,stratified sample,Claude labelling agent (review with team),no tile/flooring (Ceiling Tiles only)
Wayfair,Decor & Rugs (Pro) > Business Décor > Indoor Fountains,1,Furniture > Decor > Decorative Accents,stratified sample,Claude labelling agent (review with team),Decorative Accents lists tabletop fountains
Wayfair,"Baby & Kids > Educational Games & Toys > STEM Games, Toys, and Resources",1,School Supplies > Learning at Home > Educational & STEM Toys,stratified sample,Claude labelling agent (review with team),
Wayfair,Restaurant Furniture > Restaurant Dining & Bar Furniture > Table Parts,1,Furniture > Home & Office Tables > Table Components,stratified sample,Claude labelling agent (review with team),
Wayfair,Restaurant Storage > Cabinet & Pantry Organization > Pantry Shelf Organizers,1,Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Kitchen Storage & Organization,stratified sample,Claude labelling agent (review with team),
Wayfair,Rugs > One-of-a-Kind Rugs,1,Decor > Rugs,stratified sample,Claude labelling agent (review with team),judgement: product type = rugs
Wayfair,Restaurant Storage > Cabinet & Pantry Organization,1,Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Kitchen Storage & Organization,stratified sample,Claude labelling agent (review with team),
Wayfair,Decor & Rugs (Pro) > Business Décor > Wall & Display Shelves,1,Furniture > Storage Furniture > Shelving,stratified sample,Claude labelling agent (review with team),Shelving includes floating wall shelves
Wayfair,Home Improvement > Kitchen Remodel & Kitchen Fixtures > Water Filtration,1,"Coffee, Water & Snacks > Breakroom Appliances > Water Filters & Dispensers|Facilities > Plumbing > Bathroom Hardware > Water Treatment",stratified sample,Claude labelling agent (review with team),
Wayfair,Shop Hospitality Spaces > Retail > Stanchions,1,Safety Supplies > Stanchions & Barricades,stratified sample,Claude labelling agent (review with team),
Wayfair,Kitchen > Kitchen Utensils & Tools > Meat & Seafood Tools,1,Appliances & Kitchenware > Kitchenware > Kitchen Tools > Meat Preparation Equipment,stratified sample,Claude labelling agent (review with team),
Wayfair,Shop Office Spaces > Outdoor Office Furniture,1,Gift Shop > Professional Gifts > Compasses > Patio Furniture,stratified sample,Claude labelling agent (review with team),Patio Furniture includes commercial-grade outdoor furniture
Wayfair,Organization > Garage & Outdoor Storage & Organization > Ladders,1,Facilities > Ladders & Step Stools,stratified sample,Claude labelling agent (review with team),
Wayfair,Lighting > Wall Lights,1,Furniture > Lamps & Lighting > Wall Lamps,stratified sample,Claude labelling agent (review with team),
Wayfair,Restaurant Appliances & Equipment > Beverage Equipment > Sparkling Beverage & Soda Makers,1,"Coffee, Water & Snacks > Breakroom Appliances > Drink Makers",stratified sample,Claude labelling agent (review with team),Drink Makers lists SodaStream
Wayfair,Office Storage & Organization > File & Paper Organization > Specialty Filing,1,Office Supplies > Folders & Filing > File Storage|Furniture > File Cabinets,stratified sample,Claude labelling agent (review with team),judgement: specialty filing storage
Wayfair,Organization > Garage & Outdoor Storage & Organization > Natural Material Storage,0,,stratified sample,Claude labelling agent (review with team),judgement: firewood/log racks not carried
Wayfair,Facilities & Maintenance > Maintenance Storage > Storage Racks & Shelving Units,1,Furniture > Storage Furniture > Shelving,stratified sample,Claude labelling agent (review with team),
Wayfair,"Restaurant Storage > Commercial Tables, Shelving & Sinks > Commercial Work Tables",1,Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables,stratified sample,Claude labelling agent (review with team),judgement: exact shelf exists but page empty in snapshot
Wayfair,Commercial Office Furniture > Office Desks > Reception Desks & Suites,1,Furniture > Desks > Office Desks,stratified sample,Claude labelling agent (review with team),judgement: reception desks sit within Office Desks
Wayfair,School Furniture & Supplies > Classroom Rugs & Décor > Wall Clocks,1,Furniture > Decor > Clocks & Timers,stratified sample,Claude labelling agent (review with team),
Wayfair,Facilities & Maintenance > Business Signs & Sign Holders > A-Frame Signage & Sign Holders,1,Retail Store Supplies > Retail Signage > Indoor & Outdoor Retail Signage|Retail Store Supplies > Retail Signage > Literature & Sign Holders,stratified sample,Claude labelling agent (review with team),
Wayfair,Furniture > Custom Furniture > Custom Bar Stools,1,Furniture > Chairs & Seating > Stools & Ottomans > Counter & Bar Stools,stratified sample,Claude labelling agent (review with team),"judgement: scrape nests all custom-furniture types under this node; labelled as bar stools (product type carried, customisation not)"
