competitor,comp_path,context_path,is_leaf,source,candidates,staples_carries,gold_staples_path,note
WestElm,Kitchen & Dining,Kitchen & Dining,False,stratified sample,Furniture > Home & Office Tables > Breakroom & Dining Tables || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Kitchen Racks || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Kitchen Pizza Tools || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables || Furniture > Chairs & Seating > Breakroom & Dining Chairs || Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Kitchen Storage & Organization || Furniture > Decor > Home & Office Decor > Living Room Accents || Furniture > Decor > Wall Art > Food & Kitchen Art || Appliances & Kitchenware > Kitchenware > Dining & Tableware || Appliances & Kitchenware > Kitchenware > Kitchen Accessories || Appliances & Kitchenware > Kitchenware > Kitchen Tools,,,
WestElm,Outdoor > Outdoor Solutions > Furniture Cushion & Cushion Covers,Outdoor > Outdoor Solutions > Furniture Cushion & Cushion Covers,True,stratified sample,Gift Shop > Professional Gifts > Compasses > Outdoor Furniture Covers || Furniture > Chair Mats || Furniture > Chairs & Seating > Chair Parts & Accessories || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids > Shower Chairs / Benches || Healthcare Supplies > Durable Medical Equipment > Positioning Aids & Pressure Relief > Wheelchair Seat & Back Cushions || Furniture > Standing Desk Mats || Furniture > Chairs & Seating || Furniture > Storage Furniture || Retail Store Supplies > Spa & Salon > Spa & Massage > Pillows & Pillow Cover || Furniture > Storage Furniture > Media Storage Furniture || Furniture || Furniture > Decor,,,
WestElm,Rugs > Rugs By Type > Performance & Washable Rugs,Rugs > Performance & Washable Rugs,True,stratified sample,"Decor > Rugs || Decor > Rug Pads || Furniture > Decor > Bath Mats & Towels || Furniture > Chair Mats || Furniture > Decor > Beds & Bedding > Pillows || Furniture > Decor > Beds & Bedding > Blankets & Throws || Furniture > Decor > Shower Curtains & Accessories || Retail Store Supplies > Sewing & Tailoring > Fabric || Furniture > Decor > Beds & Bedding > Mattress Pads & Toppers || Furniture > Decor > Curtains, Blinds & Shades || Paper > Wide Format Paper || Healthcare Supplies > Personal Care > Maternity > Perineal Spray & Wash",,,
WestElm,Bath > Bath Linens,Bath > Bath Linens,False,stratified sample,Furniture > Decor > Bath & Shower Accessories || Furniture > Decor > Bath Mats & Towels || Retail Store Supplies > Spa & Salon > Bath & Body || Retail Store Supplies > Spa & Salon > Spa & Massage > Sheets & Linens || Furniture > Decor > Beds & Bedding || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids > Shower Chairs / Benches || Retail Store Supplies > Spa & Salon > Bath & Body > Shower Caps || Furniture > Decor > Beds & Bedding > Beds & Mattresses || Furniture > Decor > Shower Curtains & Accessories || Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment > Disposable Linens & Pillows,,,
WestElm,Outdoor > Outdoor Dining Furniture,Outdoor > Outdoor Dining Furniture,False,stratified sample,Furniture > Decor > Home & Office Decor > Indoor Fireplaces || Furniture > Lamps & Lighting > Outdoor Lighting || Gift Shop > Professional Gifts > Compasses > Outdoor Decor || Gift Shop > Professional Gifts > Compasses > Outdoor Furniture Covers || Gift Shop > Professional Gifts > Compasses > Patio Furniture || Furniture > Chairs & Seating || Facilities > Grounds Maintenance > Outdoor Tools || Furniture > Decor || Furniture > Chairs & Seating > Breakroom & Dining Chairs || Furniture > Home & Office Tables > Breakroom & Dining Tables || Furniture || Furniture > Storage Furniture,,,
WestElm,Bath > Bathroom Accessories > Bathroom Accessories,Bath > Bathroom Accessories,True,stratified sample,Furniture > Decor > Bath & Shower Accessories || Furniture > Decor > Bath Mats & Towels || Retail Store Supplies > Spa & Salon > Bath & Body || Retail Store Supplies > Spa & Salon > Bath & Body > Shower Caps || Furniture > Decor > Shower Curtains & Accessories || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids > Shower Chairs / Benches || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids || Facilities > Bathroom Fixtures > Toilet Seat Cover Dispensers || Facilities > Plumbing > Bathroom Hardware || Facilities > Plumbing > Bathroom Hardware > Bathroom Safety Hardware || Facilities > Heating & Cooling > Bathroom Fans || Facilities > Bathroom Fixtures,,,
WestElm,Outdoor,Outdoor,False,stratified sample,Furniture > Lamps & Lighting > Outdoor Lighting || Furniture > Decor > Home & Office Decor > Indoor Fireplaces || Facilities > Grounds Maintenance > Outdoor Tools || Gift Shop > Professional Gifts > Compasses > Outdoor Decor || Expanded Assortment > Outdoors & Recreation || Gift Shop > Professional Gifts > Compasses > Outdoor Heaters || Gift Shop > Professional Gifts > Compasses > Outdoor Furniture Covers || School Supplies > Teacher Supplies > Physical Education & Recreation > Outdoor Games || Facilities > Grounds Maintenance > Outdoor Tools > Lawn & Garden Tools || Retail Store Supplies > Retail Signage > Indoor & Outdoor Retail Signage,,,
WestElm,Art & Mirrors > Frames > Picture Frame Sets,Art & Mirrors > Frames > Picture Frame Sets,True,stratified sample,"Furniture > Decor > Picture Frames & Photo Albums || Facilities > Paint Supplies > Paint Accessories > Roller Frames || Phones, Cameras & Electronics > Cameras, Camcorders & Accessories > Digital Picture Frames || Furniture > Decor > Wall Art > Framed Posters || Retail Store Supplies > Store Fixtures & Retail Displays > Floor & Wall Mirrors || Furniture > Storage Furniture > Display Cases || Tools, Parts & Supplies > Chalk Reels & Marking Tools > Steel Hand Stamp Sets || Furniture > Storage Furniture > Coat Trees, Stands & Hooks || Furniture > Decor > Wall Art > Wall Decals || School Supplies > Teacher Supplies > Classroom Decorations > Decorative Accents & Board Sets || Gift Shop > Gift Sets, Photo & Custom Gifts > Gift Sets || Facilities > Hand & Power Tools > Hand Tools > Hand Tool Sets",,,
WestElm,Bath > Bathroom Furniture > Medicine Cabinets & Mirrors,Bath > Bathroom Furniture > Medicine Cabinets & Mirrors,True,stratified sample,Furniture > Decor > Bath & Shower Accessories || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids > Shower Chairs / Benches || Furniture > Decor > Mirrors || Furniture > Storage Furniture > Storage Cabinets || Retail Store Supplies > Store Fixtures & Retail Displays > Floor & Wall Mirrors || Furniture > Cubicle & Panel Systems || Facilities > Bathroom Fixtures > Toilet Seat Cover Dispensers || Furniture > Decor > Shower Curtains & Accessories || Furniture > Decor > Bath Mats & Towels || Healthcare Supplies > Durable Medical Equipment > Shower & Bath Aids || Healthcare Supplies > Patient Care > Medical Practice Furniture > Medical Cabinets || Healthcare Supplies > Professional Dental Supplies > Dental Instruments > Dental Mirrors,,,
WestElm,Office > Shop By Category > Office Furniture Sets,Office > Office Furniture Sets,True,stratified sample,Furniture > Home & Office Tables || Office Supplies || Furniture > Decor > Home & Office Decor > Home & Office Bars || Office Supplies > Office Basics || Furniture > Chairs & Seating > Office Chairs || Office Supplies > Desk Organizers & Accessories || Furniture > Desks > Office Desks || Furniture > Home & Office Tables > Training Room Tables || Furniture > Home & Office Tables > Conference Room Tables || Office Supplies > Office Basics > Office Supply Kits || Furniture || Furniture > Storage Furniture,,,
WestElm,Kitchen & Dining > Table Linens > Placemats & Chargers,Kitchen & Dining > Table Linens > Placemats & Chargers,True,stratified sample,"Restaurant & Foodservice Supplies > Tabletop > Placemats & Tablecloths || Furniture > Decor > Bath Mats & Towels || Furniture > Decor > Shower Curtains & Accessories || Furniture > Decor > Beds & Bedding > Pillows || Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Aprons || Furniture > Decor > Home & Office Decor > Decorative Baskets, Bowls and Boxes || Party Supplies > Napkins || Appliances & Kitchenware > Kitchenware > Dining & Tableware || Appliances & Kitchenware > Kitchenware > Dining & Tableware > Flatware & Cutlery || Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment > Disposable Linens & Pillows || Phones, Cameras & Electronics > Chargers & Charging Cables || Computers & Accessories > Computer Accessories & Peripherals > Laptop Accessories > Laptop Chargers & Adapters",,,
WestElm,Pillows & Decor > Featured > Decorative Pillow Inserts,Pillows & Decor > Decorative Pillow Inserts,True,stratified sample,"Furniture > Decor > Beds & Bedding > Pillows || Furniture > Decor > Beds & Bedding > Mattress Pads & Toppers || Decor > Rug Pads || Furniture > Decor > Bath Mats & Towels || Furniture > Decor > Shower Curtains & Accessories || Furniture > Decor > Decorative Accents || Retail Store Supplies > Spa & Salon > Spa & Massage > Pillows & Pillow Cover || Furniture > Decor > Home & Office Decor > Decorative Plates || Furniture > Decor > Beds & Bedding || Furniture > Decor > Home & Office Decor > Decorative Baskets, Bowls and Boxes || Laboratory & Scientific Supplies > Labware & Consumables > Vials & Vial Inserts",,,
WestElm,Outdoor > Outdoor Dining Furniture > Outdoor Kitchen Furniture,Outdoor > Outdoor Dining Furniture > Outdoor Kitchen Furniture,True,stratified sample,Furniture > Decor > Home & Office Decor > Indoor Fireplaces || Furniture > Decor || Gift Shop > Professional Gifts > Compasses > Patio Furniture || Furniture > Storage Furniture || Furniture || Furniture > Home & Office Tables || Furniture > Decor > Home & Office Decor || Furniture > Chairs & Seating || Furniture > Lamps & Lighting > Outdoor Lighting || Furniture > School Furniture || Gift Shop > Professional Gifts > Compasses > Outdoor Furniture Covers,,,
WestElm,Art & Mirrors > Wall Organization & Decor,Art & Mirrors > Wall Organization & Decor,False,stratified sample,Furniture > Decor > Wall Art || Furniture > Decor > Wall Art > Wall Art/Decor || Furniture > Decor > Wall Art > Contemporary Art || Furniture > Decor > Mirrors || Furniture > Decor > Wall Art > Food & Kitchen Art || Furniture > Decor > Wall Art > People & Fashion Art || Furniture > Decor > Wall Art > Nature Landscape Art || Furniture > Decor > Wall Art > Kids & Whimsical Art || Furniture > Decor > Wall Art > Wall Decals || Furniture > Decor > Seasonal Decor > Window & Wall Decor & Signs || Office Supplies > Storage & Organization || Furniture > Storage Furniture > Storage Organization,,,
WestElm,"Pillows & Decor > Pillows, Throws & Poufs > Poufs & Floor Pillows","Pillows & Decor > Pillows, Throws & Poufs > Poufs & Floor Pillows",True,stratified sample,Furniture > Decor > Beds & Bedding > Pillows || Furniture > Decor > Beds & Bedding > Blankets & Throws || Furniture > Chairs & Seating > Stools & Ottomans || Furniture > Decor > Bath Mats & Towels || Furniture > Chairs & Seating > Stools & Ottomans > Ottomans || Furniture > Decor > Beds & Bedding > Mattress Pads & Toppers || Furniture > Decor > Beds & Bedding > Headboards || Furniture > Decor > Beds & Bedding || Decor > Rug Pads || Furniture > Decor > Shower Curtains & Accessories || Retail Store Supplies > Spa & Salon > Spa & Massage > Pillows & Pillow Cover || Cleaning Supplies > Floor & Carpet Cleaning Equipment > Floor Pads,,,
WestElm,Furniture > Featured > Furniture Cushions & Slipcovers,Furniture > Furniture Cushions & Slipcovers,True,stratified sample,Furniture || Furniture > Decor || Furniture > Storage Furniture || Furniture > Chairs & Seating || Furniture > Chair Mats || Furniture > Chairs & Seating > Sofas & Benches || Furniture > Bookcases & Bookshelves || Furniture > Chairs & Seating > Stools & Ottomans || Furniture > School Furniture || Furniture > Desks || Gift Shop > Professional Gifts > Compasses > Outdoor Furniture Covers || Gift Shop > Professional Gifts > Compasses > Patio Furniture,,,
WestElm,Furniture > Home Office > Filing Cabinets,Furniture > Home Office > Filing Cabinets,True,stratified sample,Furniture > File Cabinets || Office Supplies > Folders & Filing > Filing Accessories || Furniture > Home & Office Tables || Office Supplies > Folders & Filing || Furniture > Storage Furniture > Storage Cabinets || Furniture > Decor > Home & Office Decor > Home & Office Bars || Furniture > Desks > Office Desks || Furniture > Home & Office Tables > Specialty & Drafting Tables || Furniture > Cubicle & Panel Systems || Office Supplies > Desk Organizers & Accessories || Laboratory & Scientific Supplies > Lab Furniture & Fixtures > Lab Cabinets,,,
WestElm,Office > Shop By Category > Desk Chairs,Office > Desk Chairs,True,stratified sample,Furniture > Chairs & Seating > Office Chairs || Furniture > Desks > Office Desks || Office Supplies > Desk Organizers & Accessories || Office Supplies > Desk Organizers & Accessories > Desk Pads || Office Supplies > Desk Organizers & Accessories > Desk Organizers || Office Supplies > Desk Organizers & Accessories > Desk Organizer Sets || Furniture > Home & Office Tables || Furniture > Home & Office Tables > Conference Room Tables || Furniture > Standing Desk Mats || Furniture > Desks > Sit & Stand Desks || Furniture > Desks || Healthcare Supplies > Durable Medical Equipment > Patient Lift & Transfer > Lift Chairs,,,
WestElm,Rugs > Custom Sized Rugs,Rugs > Custom Sized Rugs,False,stratified sample,"Decor > Rugs || Decor > Rug Pads || Furniture > Decor > Bath Mats & Towels || Furniture > Decor > Home & Office Decor > Decorative Baskets, Bowls and Boxes || Furniture > Decor > Shower Curtains & Accessories || Furniture > Chair Mats || Furniture > Decor > Beds & Bedding > Pillows || Furniture > Decor > Curtains, Blinds & Shades || Furniture > Decor > Beds & Bedding || Furniture > Decor > Home & Office Decor > Decorative Plates || Gift Shop > Gift Sets, Photo & Custom Gifts > Custom Apparel || Retail Store Supplies > Retail Signage > Custom Retail Signage",,,
WestElm,Window > Window Shades > Custom Curtains & Shades,Window > Window Shades > Custom Curtains & Shades,True,stratified sample,"Furniture > Decor > Curtains, Blinds & Shades || Furniture > Decor > Shower Curtains & Accessories || Furniture > Lamps & Lighting > Lamp Shades || Furniture > Decor > Seasonal Decor > Window & Wall Decor & Signs || Furniture > Decor > Mirrors || Retail Store Supplies > Store Fixtures & Retail Displays > Floor & Wall Mirrors || Retail Store Supplies > Store Fixtures & Retail Displays > Slatwall Panels & Accessories || Retail Store Supplies > Store Fixtures & Retail Displays > Slat-Grid Panels & Accessories || Furniture > Decor > Home & Office Decor > Accent Room Dividers || Furniture > Decor > Decorative Accents || Gift Shop > Gift Sets, Photo & Custom Gifts > Custom Apparel || Restaurant & Foodservice Supplies > Custom Restaurant Supplies",,,
WestElm,"Pillows & Decor > Pillows, Throws & Poufs","Pillows & Decor > Pillows, Throws & Poufs",False,stratified sample,Furniture > Decor > Beds & Bedding > Pillows || Furniture > Decor > Beds & Bedding > Blankets & Throws || Furniture > Decor > Bath Mats & Towels || Furniture > Decor > Beds & Bedding > Mattress Pads & Toppers || Decor > Rug Pads || Furniture > Decor > Beds & Bedding || Decor > Rugs || Furniture > Decor > Shower Curtains & Accessories || Furniture > Decor > Beds & Bedding > Bedding || Furniture > Decor > Beds & Bedding > Headboards || Retail Store Supplies > Spa & Salon > Spa & Massage > Pillows & Pillow Cover || Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment > Disposable Linens & Pillows,,,
WestElm,Kitchen & Dining > Kitchen > Appliances,Kitchen & Dining > Kitchen > Appliances,True,stratified sample,Appliances & Kitchenware > Kitchenware > Kitchen Accessories > Kitchen Storage & Organization || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Kitchen Pizza Tools || Appliances & Kitchenware > Kitchenware > Kitchen Accessories || Appliances & Kitchenware > Kitchenware > Kitchen Tools || Appliances & Kitchenware > Small Appliances || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Kitchen Tools & Gadgets || Appliances & Kitchenware > Kitchenware > Kitchen Tools > Cooking Utensils || Restaurant & Foodservice Supplies > Restaurant Storage & Transport > Kitchen Racks || Restaurant & Foodservice Supplies > Smallwares > Commercial Kitchen Tools || Restaurant & Foodservice Supplies > Commercial Restaurant Equipment > Kitchen Work & Prep Tables || Appliances & Kitchenware || Appliances & Kitchenware > Major Appliances,,,
WestElm,Rugs > Rugs By Type > Tufted Rugs,Rugs > Tufted Rugs,True,stratified sample,"Decor > Rugs || Decor > Rug Pads || Furniture > Decor > Beds & Bedding > Pillows || Furniture > Chair Mats || Furniture > Decor > Bath Mats & Towels || Furniture > Decor > Curtains, Blinds & Shades || Furniture > Decor > Beds & Bedding || Furniture > Decor > Beds & Bedding > Headboards || Furniture > Decor > Beds & Bedding > Bedding || Furniture > Decor || Shipping, Packing & Mailing Supplies > Shipping Supplies > Corrugated Boxes & Pads || Shipping, Packing & Mailing Supplies > Shipping Supplies > Corrugated Boxes & Pads > Corrugated Mailers",,,
WestElm,Art & Mirrors > Frames,Art & Mirrors > Frames,False,stratified sample,"Facilities > Paint Supplies > Paint Accessories > Roller Frames || Furniture > Decor > Mirrors || Furniture > Decor > Picture Frames & Photo Albums || Retail Store Supplies > Store Fixtures & Retail Displays > Floor & Wall Mirrors || Furniture > Decor > Wall Art > Framed Posters || Phones, Cameras & Electronics > Cameras, Camcorders & Accessories > Digital Picture Frames || Furniture > Decor > Wall Art || Furniture > Decor > Wall Art > Wall Art/Decor || Furniture > Decor > Wall Art > Wall Decals || Furniture > Decor > Wall Art > Vintage Art || Computer Software > PC Games & Accessories > PC Games",,,
WestElm,Bath > Bath Linens > Towels,Bath > Bath Linens > Towels,True,stratified sample,"Furniture > Decor > Bath Mats & Towels || Retail Store Supplies > Spa & Salon > Spa & Massage > Sheets & Linens || Furniture > Decor > Bath & Shower Accessories || Coffee, Water & Snacks > Paper Products > Paper Towels || Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment > Disposable Linens & Pillows || Cleaning Supplies > Laundry Care > Dryer Sheets || Furniture > Decor > Beds & Bedding > Pillows || Coffee, Water & Snacks > Breakroom Appliances > Paper Towel Dispensers || Furniture > Decor > Beds & Bedding > Blankets & Throws || Furniture > Decor > Beds & Bedding > Bedding || Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment > Procedure Towels || Computers & Accessories > Computer Parts & Components > Tower Computer Cases",,,
WestElm,Rugs > Rugs By Type > Flatweave Rugs,Rugs > Flatweave Rugs,True,stratified sample,"Decor > Rugs || Decor > Rug Pads || Furniture > Decor > Bath Mats & Towels || Furniture > Chair Mats || Furniture > Decor > Beds & Bedding > Pillows || Furniture > Decor > Curtains, Blinds & Shades || Furniture > Decor || Furniture > Decor > Beds & Bedding > Blankets & Throws || Furniture > Decor > Shower Curtains & Accessories || Furniture > Decor > Beds & Bedding || Restaurant & Foodservice Supplies > Tabletop > Flatware || Appliances & Kitchenware > Kitchenware > Dining & Tableware > Flatware & Cutlery",,,
WestElm,"Pillows & Decor > Pillows, Throws & Poufs > Throws","Pillows & Decor > Pillows, Throws & Poufs > Throws",True,stratified sample,"Furniture > Decor > Beds & Bedding > Blankets & Throws || Furniture > Decor > Beds & Bedding > Pillows || Furniture > Decor > Bath Mats & Towels || Decor > Rug Pads || Furniture > Decor > Shower Curtains & Accessories || Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment > Cotton Balls || Retail Store Supplies > Spa & Salon > Spa & Massage > Pillows & Pillow Cover || Furniture > Decor > Home & Office Decor > Decorative Baskets, Bowls and Boxes || Furniture > Decor > Beds & Bedding > Mattress Pads & Toppers || Decor > Rugs || Retail Store Supplies > Sewing & Tailoring > Thread || Facilities > Heating & Cooling > Bathroom Fans",,,
WestElm,Art & Mirrors > Art,Art & Mirrors > Art,False,stratified sample,Furniture > Decor > Wall Art > Contemporary Art || Furniture > Decor > Wall Art > Sports Art || Furniture > Decor > Wall Art > Music Art || Furniture > Decor > Wall Art > Art by Famous Artists || Furniture > Decor > Wall Art > Abstract Art || Furniture > Decor > Wall Art > Animal Art || Furniture > Decor > Wall Art > Nature Landscape Art || Furniture > Decor > Wall Art > Urban Art || Furniture > Decor > Wall Art > People & Fashion Art || Furniture > Decor > Wall Art > Vintage Art || Furniture > Decor > Wall Art || Furniture > Decor > Wall Art > Map Art,,,
WestElm,"Storage > Storage Accessories > Heating, Cooling & Air Quality","Storage > Storage Accessories > Heating, Cooling & Air Quality",True,stratified sample,"Facilities > Heating & Cooling || Facilities > Heating & Cooling > Air Conditioners || Furniture > Storage Furniture > Electronics & Computer Storage Units || Facilities > Air Quality > Air Filter Accessories || Facilities > Heating & Cooling > Heaters || Tools, Parts & Supplies > Tool & Garage Organization > Garage Storage Equipment || Facilities > Grounds Maintenance > Outdoor Tools > Pressure Washers & Accessories || Cleaning Supplies > Floor & Carpet Cleaning Equipment > Vacuum Parts & Accessories || Facilities > Air Quality || Facilities > Heating & Cooling > Industrial Fans || Computers & Accessories > Computer Accessories & Peripherals > Laptop Cooling Pads || Retail Store Supplies > Spa & Salon > Spa & Massage > Heating & Warming Pads",,,
WestElm,Furniture > Living Room > Recliners,Furniture > Living Room > Recliners,True,stratified sample,"Furniture > Chairs & Seating > Recliners, Gliders & Rockers || Furniture > Chairs & Seating > Sofas & Benches || Furniture > Chairs & Seating > Sofas & Benches > Sofas, Loveseats & Sectionals || Furniture > Chairs & Seating > Stools & Ottomans || Furniture > Chairs & Seating || Furniture > Chairs & Seating > Breakroom & Dining Chairs || Furniture > Chairs & Seating > Accent & Waiting Room Chairs || Furniture > Chairs & Seating > Stools & Ottomans > Drafting Chairs & Office Stools || Furniture > Chairs & Seating > Stools & Ottomans > Ottomans || Furniture > Chairs & Seating > Office Chairs || Expanded Assortment > Paint & Paint Supplies > Paint Trays & Liners || Healthcare Supplies > Personal Care > Incontinence > Incontinence Liners & Pads",,,
WestElm,Rugs > Custom Sized Rugs > Custom Rugs,Rugs > Custom Sized Rugs > Custom Rugs,True,stratified sample,"Decor > Rugs || Decor > Rug Pads || Furniture > Decor > Bath Mats & Towels || Furniture > Decor > Home & Office Decor > Decorative Baskets, Bowls and Boxes || Furniture > Decor > Shower Curtains & Accessories || Gift Shop > Gift Sets, Photo & Custom Gifts > Custom Apparel || Furniture > Decor > Curtains, Blinds & Shades || Furniture > Chair Mats || Furniture > Decor > Home & Office Decor > Decorative Plates || Furniture > Decor || Restaurant & Foodservice Supplies > Custom Restaurant Supplies || Retail Store Supplies > Retail Signage > Custom Retail Signage",,,
WestElm,Storage > Storage Accessories > Pet Accessories,Storage > Storage Accessories > Pet Accessories,True,stratified sample,Expanded Assortment > Pet Supplies & Accessories > Specialty Pet Supplies || Expanded Assortment > Pet Supplies & Accessories || Expanded Assortment > Pet Supplies & Accessories > Dog & Cat Supplies || Retail Store Supplies > Store Fixtures & Retail Displays > Hangrails & Accessories || Expanded Assortment > Pet Supplies & Accessories > Bird Supplies || Furniture > Storage Furniture > Electronics & Computer Storage Units || Expanded Assortment > Pet Supplies & Accessories > Dog & Cat Supplies > Dog & Cat Grooming Supplies || Office Supplies > Storage & Organization > Storage Baskets || Furniture > Storage Furniture > Clothing Racks & Closet Organization || Furniture > Storage Furniture > Clothing Racks & Closet Organization > Clothes Racks & Portable Closets || TV & Streaming Media > TV & Video > TV Accessories || Gift Shop > Professional Gifts > Bar Accessories,,,
WestElm,Pillows & Decor > Featured > Candles & Home Fragrance,Pillows & Decor > Candles & Home Fragrance,True,stratified sample,"Furniture > Decor > Candles || Furniture > Decor > Essential Oils & Diffusers || Furniture > Decor > Shower Curtains & Accessories || Furniture > Decor > Bath Mats & Towels || Furniture > Decor > Bath & Shower Accessories || Furniture > Decor > Beds & Bedding > Pillows || Furniture > Decor > Seasonal Decor > Ornaments & Tree Decor || Furniture > Decor > Home & Office Decor > Decorative Baskets, Bowls and Boxes || Furniture > Decor > Seasonal Decor || Decor || Furniture > Home & Office Tables || Furniture > Decor > Home & Office Decor > Home Accents",,,
WestElm,Outdoor > Outdoor Solutions > Furniture Cushions,Outdoor > Outdoor Solutions > Furniture Cushions,True,stratified sample,Furniture > Chairs & Seating || Furniture > Storage Furniture || Furniture > Chair Mats || Furniture > Decor || Furniture || Gift Shop > Professional Gifts > Compasses > Outdoor Furniture Covers || Furniture > Standing Desk Mats || Furniture > Chairs & Seating > Sofas & Benches || Gift Shop > Professional Gifts > Compasses > Patio Furniture || Furniture > Chairs & Seating > Chair Parts & Accessories || Furniture > Decor > Home & Office Decor > Accent Furniture,,,
WestElm,Pillows & Decor > Room Decor,Pillows & Decor > Room Decor,False,stratified sample,Decor || Furniture > Decor > Shower Curtains & Accessories || Furniture > Decor > Home & Office Decor || Furniture > Decor > Beds & Bedding || Furniture > Decor > Home & Office Decor > Living Room Accents || Furniture > Decor > Seasonal Decor > Standing Decor || Furniture > Decor > Bath Mats & Towels || Furniture > Decor > Bath & Shower Accessories || Furniture > Decor > Home & Office Decor > Accent Room Dividers || Furniture > Decor > Beds & Bedding > Pillows || Gift Shop > Game Room & Toys > Game Room || Gift Shop > Professional Gifts > Compasses > Outdoor Decor,,,
WestElm,Bedding > All Bedding > Blankets,Bedding > Blankets,True,stratified sample,Furniture > Decor > Beds & Bedding > Blankets & Throws || Furniture > Decor > Beds & Bedding > Bedding || Furniture > Decor > Beds & Bedding > Pillows || Furniture > Decor > Beds & Bedding || Furniture > Decor > Beds & Bedding > Beds & Mattresses || Furniture > Decor > Beds & Bedding > Mattress Pads & Toppers || Furniture > Decor > Bath Mats & Towels || Healthcare Supplies > Patient Care > Exam Room Supplies & Equipment > Disposable Linens & Pillows || Retail Store Supplies > Spa & Salon > Spa & Massage > Sheets & Linens || Furniture > Decor > Shower Curtains & Accessories || Hard Drives & Data Storage > Blank Media || Office Supplies > Folders & Filing > File Pockets & Jackets,,,
WestElm,Pillows & Decor > Room Decor > Scented Candles,Pillows & Decor > Room Decor > Scented Candles,True,stratified sample,"Furniture > Decor > Candles || Furniture > Decor > Bath Mats & Towels || Furniture > Decor > Shower Curtains & Accessories || Furniture > Decor > Essential Oils & Diffusers || Furniture > Decor > Bath & Shower Accessories || Furniture > Decor > Seasonal Decor > Ornaments & Tree Decor || Furniture > Decor > Home & Office Decor > Decorative Baskets, Bowls and Boxes || Furniture > Decor > Seasonal Decor > Standing Decor || Decor || Furniture > Decor > Seasonal Decor > Figurines & Tabletop Decor || Tools, Parts & Supplies > Hand Tools > Files & Handles || Cleaning Supplies > Laundry Care > Scent Boosters",,,
WestElm,Storage > Storage Furniture,Storage > Storage Furniture,False,stratified sample,Furniture > Storage Furniture > Storage Cabinets || Office Supplies > Storage & Organization > Storage Drawers || Furniture > Storage Furniture > Storage Organization || Office Supplies > Storage & Organization > Storage Bins || Furniture > Storage Furniture > Media Storage Furniture || Furniture > Storage Furniture > Electronics & Computer Storage Units || Office Supplies > Storage & Organization > Storage Furniture || Office Supplies > Storage & Organization > Storage Baskets || Office Supplies > Storage & Organization > Storage Containers & Boxes || Furniture > Storage Furniture > Storage Cubes || Furniture > Storage Furniture || Furniture > School Furniture > Classroom Storage Furniture,,,
WestElm,Storage,Storage,False,stratified sample,Office Supplies > Storage & Organization > Storage Bins || Office Supplies > Storage & Organization > Storage Drawers || Office Supplies > Storage & Organization > Storage Containers & Boxes || Office Supplies > Storage & Organization > Storage Baskets || Office Supplies > Storage & Organization > Storage Furniture || Furniture > Storage Furniture > Storage Organization || Furniture > Storage Furniture > Storage Cabinets || Furniture > Storage Furniture > Storage Cubes || Furniture > Storage Furniture > Electronics & Computer Storage Units || Safety Supplies > Safety Storage > Flammables Storage Cabinets || Office Supplies > Folders & Filing > File Storage || Safety Supplies > Safety Storage,,,
WestElm,Pillows & Decor > Room Decor > Books & Bookends,Pillows & Decor > Room Decor > Books & Bookends,True,stratified sample,"Office Supplies > Desk Organizers & Accessories > Bookends || Furniture > Decor > Seasonal Decor > Figurines & Tabletop Decor || Furniture > Decor > Home & Office Decor > Decorative Baskets, Bowls and Boxes || Furniture > Decor > Home & Office Decor > Accent Room Dividers || Decor || Furniture > Decor > Wall Art || Furniture > Decor > Seasonal Decor > Standing Decor || Furniture > Decor > Wall Art > Kids & Whimsical Art || Furniture > Decor > Home & Office Decor > Decorative Plates || Furniture > Decor > Home & Office Decor || Arts & Crafts > Coloring Books || School Supplies > Teacher Supplies > Classroom Books & Digital Media > Classroom Books",,,
